Hugo_Symbol	Variant_type	Tumour
PIK3CA	Missense	STAD
PKN2	Missense	STAD
PLCL1	Missense	STAD
PLEKHA4	Missense	STAD
PLXNA2	Missense	STAD
PLXND1	Missense	STAD
PML	Missense	STAD
POGZ	Missense	STAD
PPM1F	Missense	STAD
PPP1R16B	Missense	STAD
PPP1R3A	Missense	STAD
PPP2R1A	Missense	STAD
PPP5C	Missense	STAD
PRKAR2B	Missense	STAD
PRKD1	Missense	STAD
PRLR	Missense	STAD
PRPF19	Missense	STAD
PRPF4	Missense	STAD
PRR5L	Missense	STAD
PTCHD2	Missense	STAD
PTEN	Missense	STAD
PTPRC	Missense	STAD
PTPRJ	Missense	STAD
PTPRN	Missense	STAD
PTPRU	Missense	STAD
PWWP2B	Missense	STAD
PYHIN1	Missense	STAD
PZP	Missense	STAD
RAD54L2	Missense	STAD
RAI1	Missense	STAD
RASGRF1	Missense	STAD
RASGRF2	Missense	STAD
RBM46	Missense	STAD
RBMS3	Missense	STAD
RFWD2	Missense	STAD
RGPD4	Missense	STAD
RHBG	Missense	STAD
RHOA	Missense	STAD
RIMS1	Missense	STAD
RNF123	Missense	STAD
RNF17	Missense	STAD
RNF31	Missense	STAD
ROR2	Missense	STAD
RPAP1	Missense	STAD
RPS6KC1	Missense	STAD
RPSA	Missense	STAD
RPTOR	Missense	STAD
RUVBL2	Missense	STAD
RXRG	Missense	STAD
SCAP	Missense	STAD
SCUBE3	Missense	STAD
SEMA3G	Missense	STAD
SEPT9	Missense	STAD
SERPINA7	Missense	STAD
SETD2	Missense	STAD
SETDB1	Missense	STAD
SETX	Missense	STAD
SIPA1L1	Missense	STAD
SLC11A1	Missense	STAD
SLC12A5	Missense	STAD
SLC13A5	Missense	STAD
SLC17A5	Missense	STAD
SLC19A3	Missense	STAD
SLC1A3	Missense	STAD
SLC22A12	Missense	STAD
SLC26A5	Missense	STAD
SLC27A6	Missense	STAD
SLC2A10	Missense	STAD
SLC2A5	Missense	STAD
SLC44A5	Missense	STAD
SLC4A10	Missense	STAD
SLC5A6	Missense	STAD
SLC6A15	Missense	STAD
SLC6A9	Missense	STAD
SLC8A2	Missense	STAD
SLC9A1	Missense	STAD
SMAD4	Missense	STAD
SNAPC4	Missense	STAD
SNX13	Missense	STAD
SOAT1	Missense	STAD
SORL1	Missense	STAD
SPATA18	Missense	STAD
SPECC1	Missense	STAD
SPOCK1	Missense	STAD
SPTBN1	Missense	STAD
SRBD1	Missense	STAD
SSX2IP	Missense	STAD
ST18	Missense	STAD
STAB1	Missense	STAD
STS	Missense	STAD
STT3A	Missense	STAD
STXBP5L	Missense	STAD
SULF2	Missense	STAD
SUPT6H	Missense	STAD
SV2A	Missense	STAD
SYT10	Missense	STAD
TANC1	Missense	STAD
TARBP1	Missense	STAD
TBC1D9	Missense	STAD
TBL1X	Missense	STAD
TEK	Missense	STAD
TEX15	Missense	STAD
TFAP4	Missense	STAD
TFB2M	Missense	STAD
THRAP3	Missense	STAD
THSD7A	Missense	STAD
TJP1	Missense	STAD
TM9SF2	Missense	STAD
TMCC3	Missense	STAD
TMEM25	Missense	STAD
TMPRSS11F	Missense	STAD
TNPO2	Missense	STAD
TNS3	Missense	STAD
TOX	Missense	STAD
TPP2	Missense	STAD
TRAF7	Missense	STAD
TRIM28	Missense	STAD
TRIM9	Missense	STAD
TRPC3	Missense	STAD
TRPC5	Missense	STAD
TRPC6	Missense	STAD
TRPC7	Missense	STAD
TRPM3	Missense	STAD
TRPM6	Missense	STAD
TSEN2	Missense	STAD
TTF2	Missense	STAD
TUSC3	Missense	STAD
TYR	Missense	STAD
UBE2O	Missense	STAD
UBR5	Missense	STAD
UHRF2	Missense	STAD
UNC13A	Missense	STAD
UNC13B	Missense	STAD
UNK	Missense	STAD
UPF1	Missense	STAD
USP13	Missense	STAD
USP28	Missense	STAD
USP31	Missense	STAD
USP32	Missense	STAD
USP34	Missense	STAD
USP39	Missense	STAD
VAV1	Missense	STAD
VCPIP1	Missense	STAD
VPS13C	Missense	STAD
VWA3B	Missense	STAD
WHSC1L1	Missense	STAD
WNT2B	Missense	STAD
WWC3	Missense	STAD
XPR1	Missense	STAD
XRN1	Missense	STAD
XRRA1	Missense	STAD
ZBTB16	Missense	STAD
ZC3H3	Missense	STAD
ZC3H7B	Missense	STAD
ZFAT	Missense	STAD
ZHX2	Missense	STAD
ZIC1	Missense	STAD
ZNF236	Missense	STAD
ZNF521	Missense	STAD
ZNF804B	Missense	STAD
